Time,label
1729945880.58,False
1729945880.68,False
1729945880.78,False
1729945880.88,False
1729945880.98,False
1729945881.08,False
1729945881.18,False
1729945881.28,False
1729945881.38,False
1729945881.48,False
1729945881.58,False
1729945881.68,False
1729945881.78,False
1729945881.88,False
1729945881.98,False
1729945882.08,False
1729945882.18,False
1729945882.28,False
1729945882.38,False
1729945882.48,False
1729945882.58,False
1729945882.68,False
1729945882.78,False
1729945882.88,False
1729945882.98,False
1729945883.08,False
1729945883.18,False
1729945883.28,False
1729945883.38,False
1729945883.48,False
1729945883.58,False
1729945883.68,False
1729945883.78,False
1729945883.88,False
1729945883.98,False
1729945884.08,False
1729945884.18,False
1729945884.28,False
1729945884.38,False
1729945884.48,False
1729945884.58,False
1729945884.68,False
1729945884.78,False
1729945884.88,False
1729945884.98,False
1729945885.08,False
1729945885.18,False
1729945885.28,False
1729945885.38,False
1729945885.48,False
1729945885.58,False
1729945885.68,False
1729945885.78,False
1729945885.88,False
1729945885.98,False
1729945886.08,False
1729945886.18,False
1729945886.28,False
1729945886.38,False
1729945886.48,False
1729945886.58,False
1729945886.68,False
1729945886.78,False
1729945886.88,False
1729945886.98,False
1729945887.08,False
1729945887.18,False
1729945887.28,False
1729945887.38,False
1729945887.48,False
1729945887.58,False
1729945887.68,False
1729945887.78,False
1729945887.88,False
1729945887.98,False
1729945888.08,False
1729945888.18,False
1729945888.28,False
1729945888.38,False
1729945888.48,False
1729945888.58,False
1729945888.68,False
1729945888.78,False
1729945888.88,False
1729945888.98,False
1729945889.08,False
1729945889.18,False
1729945889.28,False
1729945889.38,False
1729945889.48,False
1729945889.58,False
1729945889.68,False
1729945889.78,False
1729945889.88,False
1729945889.98,False
1729945890.08,False
1729945890.18,False
1729945890.28,False
1729945890.38,False
1729945890.48,False
1729945890.58,False
1729945890.68,False
1729945890.78,False
1729945890.88,False
1729945890.98,False
1729945891.08,False
1729945891.18,False
1729945891.28,False
1729945891.38,False
1729945891.48,False
1729945891.58,False
1729945891.68,False
1729945891.78,False
1729945891.88,False
1729945891.98,False
1729945892.08,False
1729945892.18,False
1729945892.28,False
1729945892.38,False
1729945892.48,False
1729945892.58,False
1729945892.68,False
1729945892.78,False
1729945892.88,False
