Time,C1F1Bitrate,C1F1Jitter,C1F1Datagrams,C1F1Delay,C1S1Bitrate,C1S1Jitter,C1S1Datagrams,C1S1Delay,C1F4Bitrate,C1F4Jitter,C1F4Datagrams,C1F4Delay,C1F2Bitrate,C1F2Jitter,C1F2Datagrams,C1F2Delay
1729950879.56,-0.9992496421900484,-1.847283634754906,0.0,-1.2341560268184828,-1.7280121400982729,0.14433590441990538,0.0,-0.39249892474952125,-0.99928741465499,-0.5465738209302772,0.0,-0.9282493791255735,-0.971095404449328,-0.7569955700420323,0.0,-0.02675603047271046
1729950879.66,1.0003025658703202,-1.3302469330353852,0.0,-0.36107085363933256,1.728705563910494,0.4575995936441528,0.0,-0.4603321464065113,0.9997385488995244,0.3824941519323237,0.0,-0.878986169872562,0.9721674150317913,-0.592832530970553,0.0,0.8193968986675512
1729950879.76,1.0003025658703202,-1.3183610318464307,0.0,-1.1250203801710887,-1.7280121400982729,0.5525279843181675,0.0,-0.5219987115492295,-0.99928741465499,0.8648948301494431,0.0,-1.132339817459478,-0.971095404449328,-1.8347616091634829,0.0,0.629487263698415
1729950879.86,-0.9992496421900484,-0.2724017272184338,0.0,-1.4862593705739622,1.728705563910494,0.31995342716683206,0.0,-0.2732768988069327,0.9997385488995244,-0.08799539842758348,0.0,-0.6397077249293636,0.9721674150317913,-1.9025680818234414,0.0,1.0937108158451918
1729950879.96,1.0003025658703202,-1.7403105240543153,0.0,-1.3360159636893834,-1.7280121400982729,-0.41574160055678133,0.0,-0.7398872417201672,-0.99928741465499,-0.5465738209302772,0.0,-0.24208325024434255,0.9721674150317913,-1.1888157380344015,0.0,0.9460033219803083
1729950880.06,-0.9992496421900484,-2.0671728067505644,0.0,-1.1068311057298565,1.728705563910494,0.28198207089722616,0.0,-0.5877763810347957,0.9997385488995244,-1.6364420198652516,0.0,-0.5834069143544932,-0.971095404449328,-1.2245033552238536,0.0,1.3258225919185804
1729950880.16,1.0003025658703202,-1.4134482413580667,0.0,-1.3105509794716583,0.00034671190611061203,0.3721640420375396,0.0,-0.7933315981771897,-0.99928741465499,0.3646274601465038,0.0,-1.0197381963097376,0.9721674150317913,-0.7891144255125387,0.0,1.3469236624707066
1729950880.26,-0.9992496421900484,-1.1163007116342039,0.0,-1.135933944835828,0.00034671190611061203,0.46709243271155426,0.0,-0.7254983765201997,0.9997385488995244,0.3586718962178981,0.0,-0.9704749870567262,0.9721674150317913,-1.7312675193140716,0.0,1.3680247330228328
1729950880.36,-0.9992496421900484,-1.050928255094954,0.0,-1.4735268784650994,0.00034671190611061203,-0.14994210666954016,0.0,-0.5199431593778056,-0.99928741465499,-0.9455966041469074,0.0,0.19072923104997253,-0.971095404449328,-1.8740179880718797,0.0,-1.18520480378444
1729950880.46,1.0003025658703202,-2.0850016585339963,0.0,-1.3141888343599046,0.00034671190611061203,-0.9520870078649638,0.0,-0.885831445891267,-0.99928741465499,-1.6900420952227093,0.0,-0.6467453262512224,0.9721674150317913,-2.41646976935155,0.0,-1.045937738140407
1729950880.56,1.0003025658703202,-2.1800888680456323,0.0,-1.3451106009099996,0.00034671190611061203,0.28198207089722616,0.0,-0.7892204938343419,0.9997385488995244,-2.1426649537967966,0.0,-0.4883992965093997,-0.971095404449328,-1.5885170505562634,0.0,0.8193968986675512
