Time,label
1729947669.51,False
1729947669.61,False
1729947669.71,False
1729947669.81,False
1729947669.91,False
1729947670.01,False
1729947670.11,False
1729947670.21,False
1729947670.31,False
1729947670.41,False
1729947670.51,False
1729947670.61,False
1729947670.71,False
1729947670.81,False
1729947670.91,False
1729947671.01,False
1729947671.11,False
1729947671.21,False
1729947671.31,False
1729947671.41,False
1729947671.51,False
1729947671.61,False
1729947671.71,False
1729947671.81,False
1729947671.91,False
1729947672.01,False
1729947672.11,False
1729947672.21,False
1729947672.31,False
1729947672.41,False
1729947672.51,False
1729947672.61,False
1729947672.71,False
1729947672.81,False
1729947672.91,False
1729947673.01,False
1729947673.11,False
1729947673.21,False
1729947673.31,False
1729947673.41,False
1729947673.51,False
1729947673.61,False
1729947673.71,False
1729947673.81,False
1729947673.91,False
1729947674.01,False
1729947674.11,False
1729947674.21,False
1729947674.31,False
1729947674.41,False
1729947674.51,False
1729947674.61,False
1729947674.71,False
1729947674.81,False
1729947674.91,False
1729947675.01,False
1729947675.11,False
1729947675.21,False
1729947675.31,False
1729947675.41,False
1729947675.51,False
1729947675.61,False
1729947675.71,False
1729947675.81,False
1729947675.91,False
1729947676.01,False
1729947676.11,False
1729947676.21,False
1729947676.31,False
1729947676.41,False
1729947676.51,False
1729947676.61,False
1729947676.71,False
1729947676.81,False
1729947676.91,False
1729947677.01,False
1729947677.11,False
1729947677.21,False
1729947677.31,False
1729947677.41,False
1729947677.51,False
1729947677.61,False
1729947677.71,False
1729947677.81,False
1729947677.91,False
1729947678.01,False
1729947678.11,False
1729947678.21,False
1729947678.31,False
1729947678.41,False
1729947678.51,False
1729947678.61,False
1729947678.71,False
1729947678.81,False
1729947678.91,False
1729947679.01,False
1729947679.11,False
1729947679.21,False
1729947679.31,False
1729947679.41,False
1729947679.51,False
1729947679.61,False
1729947679.71,False
1729947679.81,False
1729947679.91,False
1729947680.01,False
1729947680.11,False
1729947680.21,False
1729947680.31,False
1729947680.41,False
1729947680.51,False
1729947680.61,False
1729947680.71,False
1729947680.81,False
1729947680.91,False
1729947681.01,False
1729947681.11,False
1729947681.21,False
1729947681.31,False
1729947681.41,False
1729947681.51,False
1729947681.61,False
1729947681.71,False
1729947681.81,False
1729947681.91,False
1729947682.01,False
1729947682.11,False
1729947682.21,False
1729947682.31,False
1729947682.41,False
1729947682.51,False
1729947682.61,False
1729947682.71,False
1729947682.81,False
1729947682.91,False
1729947683.01,False
1729947683.11,False
1729947683.21,False
1729947683.31,False
1729947683.41,False
1729947683.51,False
1729947683.61,False
1729947683.71,False
1729947683.81,False
1729947683.91,False
1729947684.01,False
1729947684.11,False
1729947684.21,False
1729947684.31,False
1729947684.41,False
1729947684.51,False
1729947684.61,False
1729947684.71,False
1729947684.81,False
1729947684.91,False
1729947685.01,False
1729947685.11,False
1729947685.21,False
1729947685.31,False
1729947685.41,False
1729947685.51,False
1729947685.61,False
1729947685.71,False
1729947685.81,False
1729947685.91,False
1729947686.01,False
1729947686.11,False
1729947686.21,False
1729947686.31,False
1729947686.41,False
1729947686.51,False
1729947686.61,False
1729947686.71,False
1729947686.81,False
1729947686.91,False
1729947687.01,False
1729947687.11,False
1729947687.21,False
1729947687.31,False
1729947687.41,False
1729947687.51,False
1729947687.61,False
1729947687.71,False
1729947687.81,False
1729947687.91,False
1729947688.01,False
1729947688.11,False
1729947688.21,False
1729947688.31,False
1729947688.41,False
1729947688.51,False
1729947688.61,False
1729947688.71,False
1729947688.81,False
1729947688.91,False
1729947689.01,False
1729947689.11,False
1729947689.21,False
1729947689.31,False
1729947689.41,False
1729947689.51,False
1729947689.61,False
1729947689.71,False
1729947689.81,False
1729947689.91,False
1729947690.01,False
1729947690.11,False
1729947690.21,False
1729947690.31,False
1729947690.41,False
1729947690.51,False
1729947690.61,False
1729947690.71,False
1729947690.81,False
1729947690.91,False
1729947691.01,False
1729947691.11,False
1729947691.21,False
1729947691.31,False
1729947691.41,False
1729947691.51,False
1729947691.61,False
1729947691.71,False
1729947691.81,False
1729947691.91,False
1729947692.01,False
1729947692.11,False
1729947692.21,False
1729947692.31,False
1729947692.41,False
1729947692.51,False
1729947692.61,False
1729947692.71,False
1729947692.81,False
1729947692.91,False
1729947693.01,False
1729947693.11,False
1729947693.21,False
1729947693.31,False
1729947693.41,False
1729947693.51,False
1729947693.61,False
1729947693.71,False
1729947693.81,False
1729947693.91,False
1729947694.01,False
1729947694.11,False
1729947694.21,False
1729947694.31,False
1729947694.41,False
1729947694.51,False
1729947694.61,False
1729947694.71,False
1729947694.81,False
1729947694.91,False
1729947695.01,False
1729947695.11,False
1729947695.21,True
1729947695.31,True
1729947695.41,True
1729947695.51,True
1729947695.61,True
1729947695.71,True
1729947695.81,True
1729947695.91,True
1729947696.01,True
1729947696.11,True
1729947696.21,True
1729947696.31,True
1729947696.41,True
1729947696.51,True
1729947696.61,True
1729947696.71,True
1729947696.81,True
1729947696.91,True
1729947697.01,True
1729947697.11,True
1729947697.21,True
1729947697.31,True
1729947697.41,True
1729947697.51,True
1729947697.61,True
1729947697.71,True
1729947697.81,True
1729947697.91,True
1729947698.01,True
1729947698.11,True
1729947698.21,True
1729947698.31,True
1729947698.41,True
1729947698.51,True
1729947698.61,True
1729947698.71,False
1729947698.81,False
1729947698.91,False
1729947699.01,False
1729947699.11,False
1729947699.21,False
1729947699.31,False
1729947699.41,False
1729947699.51,False
1729947699.61,False
1729947699.71,False
1729947699.81,False
1729947699.91,False
1729947700.01,False
1729947700.11,False
1729947700.21,False
1729947700.31,False
1729947700.41,False
1729947700.51,False
1729947700.61,False
1729947700.71,False
1729947700.81,False
1729947700.91,False
1729947701.01,False
1729947701.11,False
1729947701.21,False
1729947701.31,False
1729947701.41,False
1729947701.51,False
1729947701.61,False
1729947701.71,False
1729947701.81,False
1729947701.91,False
1729947702.01,False
1729947702.11,False
1729947702.21,False
1729947702.31,False
1729947702.41,False
1729947702.51,False
1729947702.61,False
1729947702.71,False
1729947702.81,False
1729947702.91,False
1729947703.01,False
1729947703.11,False
1729947703.21,False
1729947703.31,False
1729947703.41,False
1729947703.51,False
1729947703.61,False
1729947703.71,False
1729947703.81,False
1729947703.91,False
1729947704.01,False
1729947704.11,False
1729947704.21,False
1729947704.31,False
1729947704.41,False
1729947704.51,False
1729947704.61,False
1729947704.71,False
1729947704.81,False
1729947704.91,False
1729947705.01,False
1729947705.11,False
1729947705.21,False
1729947705.31,False
1729947705.41,False
1729947705.51,False
1729947705.61,False
1729947705.71,True
