['time', 'position', 'power', 'sita', 'range', 'F1', 'F2', 'F4', 'S1', 'C1']
[1728989173.346796, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 0.0]
[1728989175.448485, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 0.0]
[1728989177.474988, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 0.0]
[1728989179.494498, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 0.0]
[1728989204.439598, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 0.0]
[1728989206.677998, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 0.0]
[1728989208.674135, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 0.0]
[1728989210.656774, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 0.0]
[1728989221.045292, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 0.0]
[1728989223.155106, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 0.0]
[1728989225.221216, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 0.0]
[1728989227.419368, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 0.0]
[1728989229.611837, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 0.0]
[1728989231.475703, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 0.0]
[1728989237.707356, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 0.0]
[1728989239.930845, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 0.0]
[1728989241.861049, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 0.0]
[1728989244.014513, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 0.0]
[1728989246.164455, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 0.0]
[1728989258.496456, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 0.0]
[1728989260.656542, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 0.0]
[1728989262.922876, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 0.0]
[1728989264.85868, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 0.0]
[1728989266.981556, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 0.0]
[1728989300.442367, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 0.0]
[1728989302.368302, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 0.0]
[1728989304.48736, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 0.0]
[1728989306.477405, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 0.0]
[1728989358.766182, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 1.0]
[1728989360.830515, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 1.0]
[1728989362.997903, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 1.0]
[1728989365.010359, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 1.0]
[1728989367.202201, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 1.0]
[1728989369.172639, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 1.0]
[1728989379.704442, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 1.0]
[1728989381.647868, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 1.0]
[1728989383.868023, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 1.0]
[1728989385.830691, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 1.0]
[1728989387.999531, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 1.0]
[1728989390.165898, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 1.0, 1.0, 0.0, 0.0, 1.0]
[1728989400.371127, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 0.0, 1.0, 0.0, 0.0, 1.0]
[1728989402.397419, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 0.0, 1.0, 0.0, 0.0, 1.0]
[1728989404.603417, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 0.0, 1.0, 0.0, 0.0, 1.0]
[1728989406.557015, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 0.0, 1.0, 0.0, 0.0, 1.0]
[1728989408.623893, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 0.0, 1.0, 0.0, 0.0, 1.0]
[1728989410.816061, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 0.0, 1.0, 0.0, 0.0, 1.0]
[1728989421.343042, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 0.0, 1.0, 0.0, 0.0, 1.0]
[1728989423.464119, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 0.0, 1.0, 0.0, 0.0, 1.0]
[1728989425.355186, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 0.0, 1.0, 0.0, 0.0, 1.0]
[1728989427.361216, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 0.0, 1.0, 0.0, 0.0, 1.0]
[1728989429.530856, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 0.0, 1.0, 0.0, 0.0, 1.0]
[1728989437.856645, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 0.0, 1.0, 0.0, 0.0, 1.0]
[1728989439.892239, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 0.0, 1.0, 0.0, 0.0, 1.0]
[1728989441.941619, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 0.0, 1.0, 0.0, 0.0, 1.0]
[1728989444.236907, (7000.0, 18000, 0.0), 90.0, -1.5707963267948966, 0.09817477042468103, 0.0, 1.0, 0.0, 0.0, 1.0]
