Time,label
1729949588.4,0
1729949588.5,0
1729949588.6,0
1729949588.7,0
1729949588.8,0
1729949588.9,0
1729949589.0,0
1729949589.1,0
1729949589.2,0
1729949589.3,0
1729949589.4,0
1729949589.5,0
1729949589.6,0
1729949589.7,0
1729949589.8,0
1729949589.9,0
1729949590.0,0
1729949590.1,0
1729949590.2,0
1729949590.3,0
1729949590.4,0
1729949590.5,0
1729949590.6,0
1729949590.7,0
1729949590.8,0
1729949590.9,0
1729949591.0,0
1729949591.1,0
1729949591.2,0
1729949591.3,0
1729949591.4,0
1729949591.5,0
1729949591.6,0
1729949591.7,0
1729949591.8,0
1729949591.9,0
1729949592.0,0
1729949592.1,0
1729949592.2,0
1729949592.3,0
1729949592.4,0
1729949592.5,0
1729949592.6,0
1729949592.7,0
1729949592.8,0
1729949592.9,0
1729949593.0,0
1729949593.1,0
1729949593.2,0
1729949593.3,0
1729949593.4,0
1729949593.5,0
1729949593.6,0
1729949593.7,0
1729949593.8,0
1729949593.9,0
1729949594.0,0
1729949594.1,0
1729949594.2,0
1729949594.3,0
1729949594.4,0
1729949594.5,0
1729949594.6,0
1729949594.7,0
1729949594.8,0
1729949594.9,0
1729949595.0,0
1729949595.1,0
1729949595.2,0
1729949595.3,0
1729949595.4,0
1729949595.5,0
1729949595.6,0
1729949595.7,0
1729949595.8,0
1729949595.9,0
1729949596.0,0
1729949596.1,0
1729949596.2,0
1729949596.3,0
1729949596.4,0
1729949596.5,0
1729949596.6,0
1729949596.7,0
1729949596.8,0
1729949596.9,0
1729949597.0,0
1729949597.1,0
1729949597.2,0
1729949597.3,0
1729949597.4,0
1729949597.5,0
1729949597.6,0
1729949597.7,0
1729949597.8,0
1729949597.9,0
1729949598.0,0
1729949598.1,0
1729949598.2,0
1729949598.3,0
1729949598.4,0
1729949598.5,0
1729949598.6,0
1729949598.7,0
1729949598.8,0
1729949598.9,0
1729949599.0,0
1729949599.1,0
1729949599.2,0
1729949599.3,0
1729949599.4,0
1729949599.5,0
1729949599.6,0
1729949599.7,0
1729949599.8,0
1729949599.9,0
1729949600.0,0
1729949600.1,0
1729949600.2,0
1729949600.3,0
1729949600.4,0
1729949600.5,0
1729949600.6,0
1729949600.7,0
1729949600.8,0
1729949600.9,0
1729949601.0,0
1729949601.1,0
1729949601.2,0
1729949601.3,0
1729949601.4,0
1729949601.5,0
1729949601.6,0
1729949601.7,0
1729949601.8,0
1729949601.9,0
1729949602.0,0
1729949602.1,0
1729949602.2,0
1729949602.3,0
1729949602.4,0
1729949602.5,1
1729949602.6,1
1729949602.7,1
1729949602.8,1
1729949602.9,1
1729949603.0,1
1729949603.1,1
1729949603.2,1
1729949603.3,1
1729949603.4,1
1729949603.5,1
1729949603.6,1
1729949603.7,1
1729949603.8,1
1729949603.9,1
1729949604.0,1
1729949604.1,1
1729949604.2,1
1729949604.3,1
1729949604.4,1
1729949604.5,1
1729949604.6,1
1729949604.7,1
1729949604.8,1
1729949604.9,1
1729949605.0,1
1729949605.1,1
1729949605.2,1
1729949605.3,1
1729949605.4,1
1729949605.5,1
1729949605.6,1
1729949605.7,1
1729949605.8,1
1729949605.9,1
1729949606.0,1
1729949606.1,1
1729949606.2,1
1729949606.3,1
1729949606.4,0
1729949606.5,0
1729949606.6,0
1729949606.7,0
1729949606.8,0
1729949606.9,0
1729949607.0,0
1729949607.1,0
1729949607.2,0
1729949607.3,0
1729949607.4,0
1729949607.5,0
1729949607.6,0
1729949607.7,0
1729949607.8,0
1729949607.9,0
1729949608.0,0
1729949608.1,0
1729949608.2,0
1729949608.3,0
1729949608.4,0
1729949608.5,0
1729949608.6,0
1729949608.7,0
1729949608.8,0
1729949608.9,0
1729949609.0,0
1729949609.1,0
1729949609.2,0
1729949609.3,1
1729949609.4,1
1729949609.5,1
1729949609.6,1
1729949609.7,1
1729949609.8,1
1729949609.9,1
1729949610.0,1
1729949610.1,1
1729949610.2,1
1729949610.3,1
1729949610.4,1
1729949610.5,1
1729949610.6,1
1729949610.7,1
1729949610.8,1
1729949610.9,1
1729949611.0,1
1729949611.1,1
1729949611.2,1
1729949611.3,1
1729949611.4,1
1729949611.5,1
1729949611.6,1
1729949611.7,1
1729949611.8,1
1729949611.9,1
1729949612.0,1
1729949612.1,1
1729949612.2,1
1729949612.3,1
1729949612.4,1
1729949612.5,1
1729949612.6,1
1729949612.7,1
1729949612.8,1
1729949612.9,0
1729949613.0,0
1729949613.1,0
1729949613.2,0
1729949613.3,0
1729949613.4,0
1729949613.5,0
1729949613.6,0
1729949613.7,0
1729949613.8,0
1729949613.9,0
1729949614.0,0
1729949614.1,0
1729949614.2,0
1729949614.3,0
1729949614.4,0
1729949614.5,0
1729949614.6,0
1729949614.7,0
1729949614.8,0
1729949614.9,1
1729949615.0,1
1729949615.1,1
1729949615.2,1
1729949615.3,1
1729949615.4,1
1729949615.5,1
1729949615.6,1
1729949615.7,1
1729949615.8,1
1729949615.9,1
1729949616.0,1
1729949616.1,1
1729949616.2,1
1729949616.3,1
1729949616.4,1
1729949616.5,1
1729949616.6,1
1729949616.7,1
1729949616.8,1
1729949616.9,1
1729949617.0,1
1729949617.1,1
1729949617.2,1
1729949617.3,1
1729949617.4,1
1729949617.5,1
1729949617.6,1
1729949617.7,1
1729949617.8,1
1729949617.9,1
1729949618.0,1
1729949618.1,1
1729949618.2,1
1729949618.3,1
1729949618.4,1
1729949618.5,0
1729949618.6,0
1729949618.7,0
1729949618.8,0
1729949618.9,0
1729949619.0,0
1729949619.1,0
1729949619.2,0
1729949619.3,0
1729949619.4,0
1729949619.5,0
1729949619.6,0
1729949619.7,0
1729949619.8,0
1729949619.9,0
1729949620.0,0
1729949620.1,0
1729949620.2,0
1729949620.3,0
1729949620.4,0
1729949620.5,0
1729949620.6,0
1729949620.7,0
1729949620.8,0
1729949620.9,0
1729949621.0,0
1729949621.1,0
1729949621.2,0
1729949621.3,0
1729949621.4,0
1729949621.5,0
1729949621.6,0
1729949621.7,0
1729949621.8,0
1729949621.9,0
1729949622.0,0
1729949622.1,0
1729949622.2,0
1729949622.3,0
1729949622.4,0
1729949622.5,0
1729949622.6,0
1729949622.7,0
1729949622.8,0
1729949622.9,0
1729949623.0,0
1729949623.1,0
1729949623.2,0
1729949623.3,0
1729949623.4,0
1729949623.5,0
1729949623.6,0
1729949623.7,0
1729949623.8,0
1729949623.9,0
1729949624.0,0
1729949624.1,0
1729949624.2,0
1729949624.3,0
1729949624.4,0
1729949624.5,0
1729949624.6,0
1729949624.7,0
1729949624.8,0
1729949624.9,0
1729949625.0,0
1729949625.1,0
1729949625.2,0
1729949625.3,0
1729949625.4,0
1729949625.5,0
1729949625.6,0
1729949625.7,0
1729949625.8,0
1729949625.9,0
1729949626.0,0
1729949626.1,0
1729949626.2,0
1729949626.3,0
1729949626.4,0
1729949626.5,0
1729949626.6,0
1729949626.7,0
1729949626.8,0
1729949626.9,0
1729949627.0,0
1729949627.1,0
1729949627.2,0
1729949627.3,0
1729949627.4,0
1729949627.5,0
1729949627.6,0
1729949627.7,0
1729949627.8,0
1729949627.9,0
1729949628.0,1
1729949628.1,1
1729949628.2,1
