Time,F1S1Bitrate,F1S1Jitter,F1S1Datagrams,F1S1Delay,F1F4Bitrate,F1F4Jitter,F1F4Datagrams,F1F4Delay,F1F2Bitrate,F1F2Jitter,F1F2Datagrams,F1F2Delay,F1C1Bitrate,F1C1Jitter,F1C1Datagrams,F1C1Delay
1729950879.56,1.9442415979159782,1.8419117921439394,0.0,-1.5054914349821054,1.0018149037243633,0.4440541918543534,0.0,-0.7981055996597681,-0.9904212329207678,-1.6171711688203323,0.0,0.39419927056163573,0.004204415759457167,-1.0571477810833996,0.0,-1.0462832454022528
1729950879.66,-1.9388862310505546,0.917612830923128,0.0,-1.4063966364970986,1.0018149037243633,-0.740168709671253,0.0,-0.768675357014953,-0.9904212329207678,-1.2520609247509307,0.0,-0.6734741672003952,-1.7093581850290778,-0.6834050377925757,0.0,-1.0024243175198364
1729950879.76,0.002677683432711783,0.4311396934384907,0.0,-1.320538327340414,-0.998053866668713,-1.1626803981552631,0.0,-1.0556202228019005,1.0075553348813597,-0.8270965423094967,0.0,-0.3658394478452337,0.004204415759457167,0.09834020025739898,0.0,-1.4534402925773506
1729950879.86,0.002677683432711783,0.3268954496917825,0.0,-1.4135514955934891,1.0018149037243633,-0.740168709671253,0.0,-1.1586260720587533,1.0075553348813597,-0.5038841951005182,0.0,-0.7024280231397045,0.004204415759457167,0.10456924597891272,0.0,-1.371570293863507
1729950879.96,0.002677683432711783,1.1122020859169832,0.0,-1.4242837842380744,-0.998053866668713,-0.7758739227825779,0.0,-1.2616319213156064,-0.9904212329207678,-1.1682651310300844,0.0,-0.6155664553217765,0.004204415759457167,-0.7581535864507399,0.0,-1.4154292217459234
1729950880.06,0.002677683432711783,1.3345898059099606,0.0,-1.2418348772801198,-0.998053866668713,-0.13318008677873114,0.0,-1.0335475408182893,-0.9904212329207678,-1.5692878581227059,0.0,-0.13420860033075918,-0.006505350495470951,-1.1318963297415645,0.0,-1.4380896678185051
1729950880.16,0.002677683432711783,0.9871089934209334,0.0,-1.4135514955934891,1.0018149037243633,-1.0198595457099644,0.0,-0.8974326685860192,-0.9904212329207678,-0.6654903687050074,0.0,-0.6119472233293629,0.004204415759457167,-1.5180971644754169,0.0,-1.4611156049567737
1729950880.26,-1.9388862310505546,-1.7996871227410618,0.0,-0.40829379255064074,1.0018149037243633,-1.710160332528911,0.0,-1.0188324194958815,-0.9904212329207678,-0.8091403007978868,0.0,-0.5938510633672947,0.004204415759457167,-1.5710440531082832,0.0,-1.4384551588841918
1729950880.36,2.065589342571184,-1.2645666715079604,0.0,-1.519085667265247,-0.998053866668713,-2.4361663324591825,0.0,-1.1218382687527344,1.0075553348813597,-1.4076816845182165,0.0,-0.47079717562523,0.004204415759457167,-1.6457926017664481,0.0,-1.2911622594124104
1729950880.46,0.002677683432711783,-1.8552840527393062,0.0,-1.377777200111537,-0.998053866668713,-2.46592067671862,0.0,-1.2248441180095873,-0.9904212329207678,-2.149873000331426,0.0,0.2964800067664667,0.004204415759457167,-1.4526921843995222,0.0,-1.4669634620077625
1729950880.56,1.9442415979159782,-1.5564505539987428,0.0,-1.1631314272198257,1.0018149037243633,-1.4245186276383122,0.0,-1.3278499672664403,1.0075553348813597,-1.9942522405641399,0.0,-0.35136251987557904,0.004204415759457167,-1.1318963297415645,0.0,-1.4373586856871314
1729950880.66,0.002677683432711783,-2.105470237731405,0.0,-1.3849320592079275,1.0018149037243633,-1.8886863980855346,0.0,-0.8863963275942135,-0.9904212329207678,-0.9946881297511893,0.0,-0.10163551239903625,1.7177670165479921,-0.6086564891344107,0.0,-1.408119400432187
1729950880.76,0.002677683432711783,-1.6537451814956705,0.0,-1.1989057227017774,-0.998053866668713,-1.9660476931600719,0.0,-0.9894021768510665,1.0075553348813597,-1.144323475681272,0.0,0.06846839124440587,0.004204415759457167,-0.552595077640787,0.0,-1.2582680635005983
1729950880.86,-1.9388862310505546,-0.4028142565351738,0.0,-1.170286286316216,-0.998053866668713,-2.3528541685327578,0.0,-1.0004385178428723,-0.9904212329207678,-1.4136670983554198,0.0,0.021418375343028276,-1.720067951284007,-0.4653884375395946,0.0,-1.4962027472627069
1729950880.96,1.9442415979159782,-2.154117551479869,0.0,-1.5666654802562432,1.0018149037243633,-2.210033316087458,0.0,-0.367688300979347,1.0075553348813597,-1.4615504090530462,0.0,1.3315803565967743,1.7284767828029204,-0.9045361609063133,0.0,-1.5115533720215524
1729950881.06,-1.9388862310505546,-1.5981482514974261,0.0,-1.2489897363765103,-0.998053866668713,-1.31145211945245,0.0,-1.3241711869358386,-0.9904212329207678,-1.7249086178899917,0.0,0.5643031742050779,0.004204415759457167,-0.9014216380455561,0.0,-0.783129678107755
