Time,S1F4Bitrate,S1F4Jitter,S1F4Datagrams,S1F4Delay,S1F2Bitrate,S1F2Jitter,S1F2Datagrams,S1F2Delay,S1F1Bitrate,S1F1Jitter,S1F1Datagrams,S1F1Delay,S1C1Bitrate,S1C1Jitter,S1C1Datagrams,S1C1Delay
1729950879.56,0.9988583997716776,0.19856700177899098,0.0,-0.6986779672732941,0.9787310246940683,-0.6564627397025891,0.0,-0.5729856203749943,-0.9934064422633894,-1.1212028168804133,0.0,-0.20704048589954058,0.0010482406001923112,-1.168055465874353,0.0,-0.7451642906803599
1729950879.66,-0.9984577345491469,0.8569448333383528,0.0,-0.8794226415507062,-0.9775537219378236,1.0214055930844173,0.0,-0.31760927769838426,1.0031690354971712,-1.4253877873364216,0.0,0.23876917502994385,-0.015332572540736047,-1.1085870133914983,0.0,-1.0049185039919462
1729950879.76,0.9988583997716776,-0.13936144273820392,0.0,-1.0122146471422742,0.9787310246940683,0.5134913796102714,0.0,-0.8092087373508586,1.0031690354971712,-2.1888324190691493,0.0,0.6845788359594279,0.0010482406001923112,-0.8597584885290254,0.0,-0.8628307291890273
1729950879.86,-0.9984577345491469,0.3034413466291549,0.0,-1.1154973181579384,-0.9775537219378236,0.5555256593460628,0.0,-0.17183194875381944,-0.9934064422633894,-2.3737291658169197,0.0,1.5546267226121313,0.017429053741120668,-0.6594437012183554,0.0,-0.9871575321415812
1729950879.96,0.9988583997716776,0.15195618184558476,0.0,-1.3331286606552304,0.9787310246940683,0.390891397047546,0.0,0.4655448398432196,-0.9934064422633894,-1.3359216195552432,0.0,1.4683409817870696,0.0010482406001923112,-0.25724916732115194,0.0,-0.7784661128997942
1729950880.06,-0.9984577345491469,0.8685975383217043,0.0,-1.2150913223516142,-0.9775537219378236,-0.12753138636054742,0.0,0.018636240159152127,1.0031690354971712,-1.78921686964655,0.0,-1.486945641471286,0.0010482406001923112,-1.2384786332882602,0.0,-0.7118624684609259
1729950880.16,0.9988583997716776,0.7928549559299186,0.0,-0.6544139654094381,0.9787310246940683,-0.7300227292402237,0.0,-0.7772866945162824,-0.9934064422633894,-1.986042438765144,0.0,-1.3826837046410034,0.0010482406001923112,-1.3261163527366784,0.0,-1.0049185039919462
1729950880.26,-0.9984577345491469,-0.3724155424052349,0.0,-1.1745159873097464,-0.9775537219378236,-1.7458511561885155,0.0,-0.24738078346231665,1.0031690354971712,-2.2723341756649167,0.0,-1.5469861361287247,0.0010482406001923112,-1.451313094805847,0.0,-0.6985417395731522
1729950880.36,0.9988583997716776,-1.6425603855905524,0.0,-0.9993043132653161,0.9787310246940683,-0.5548798970077594,0.0,0.319767510898655,-0.9934064422633894,-1.9681492052089082,0.0,-1.440207531857711,0.0010482406001923112,-1.7095313753235073,0.0,-0.989377653622877
1729950880.46,-0.9984577345491469,-2.131973994891317,0.0,-0.8240926392208862,-0.9775537219378236,-1.1398569566641896,0.0,0.8869158052596263,1.0031690354971712,-1.1868113399199447,0.0,-1.6386647357553525,0.0010482406001923112,-1.6719723527027566,0.0,-0.7140825899422215
1729950880.56,0.9988583997716776,0.07038724696212394,0.0,-1.0269693144302263,0.9787310246940683,-1.591725463823947,0.0,0.45384009080387505,-0.9934064422633894,-1.5267827774884246,0.0,-1.6361480683146217,0.0010482406001923112,-1.6438030857371937,0.0,-0.7940069632688634
1729950880.66,-0.9984577345491469,-0.10440332778814927,0.0,-0.8167153055769102,-0.9775537219378236,-2.0611082542069514,0.0,0.020764376348124024,1.0031690354971712,-1.7176439354216069,0.0,-1.4089289508086262,-0.015332572540736047,-1.2009196106675095,0.0,-0.8739313365955053
1729950880.76,-0.9984577345491469,-0.30832566499680136,0.0,-1.2446006569275183,-0.9775537219378236,-1.3044912189627065,0.0,0.21655290573352504,1.0031690354971712,-2.123223896029619,0.0,-1.1820693572227354,-2.6198818619484,-0.7392566242874506,0.0,-0.8606106077077316
1729950880.86,0.9988583997716776,-1.4153326384151972,0.0,-1.0841436501710404,0.9787310246940683,-0.5864056068096034,0.0,0.6038736921263834,-0.9934064422633894,-1.2822419188865357,0.0,-0.9548502397167401,2.6055975300078567,0.032268298713800485,0.0,-0.9960380180667637
1729950880.96,-0.9984577345491469,0.047081836995420845,0.0,-0.9236866434145622,-0.9775537219378236,-1.066296967126555,0.0,2.3127670518706993,1.0031690354971712,-1.156989283992885,0.0,-1.3647075086357823,-0.015332572540736047,-0.4685186695628735,0.0,-0.694101496610561
1729950881.06,0.9988583997716776,-0.3607628374218833,0.0,-0.8204039723988981,0.9787310246940683,-1.57771403724535,0.0,1.1848548717156715,-0.9934064422633894,-1.1987401622907685,0.0,-1.3934694222441362,0.017429053741120668,-0.3605364795282157,0.0,-0.677450585500844
1729950881.16,-0.9984577345491469,-0.7802602168225384,0.0,-0.602772629901606,-0.9775537219378236,-3.0734338245105937,0.0,1.0997294241568012,-0.9934064422633894,-1.5208183663030128,0.0,-0.7463263660561749,0.0010482406001923112,-0.20091063339002602,0.0,-0.6607996743911269
1729950881.26,0.9988583997716776,-1.1065359563563817,0.0,-0.49395695865295997,0.9787310246940683,-1.4481083413933267,0.0,1.716888918958609,1.0031690354971712,-1.795181280831962,0.0,-1.580421860698436,-2.6198818619484,-0.19308583701070314,0.0,-0.4698692269997046
1729950881.36,-0.9984577345491469,-2.0795368224662347,0.0,-0.3851412874043139,-0.9775537219378236,-2.2887939361091543,0.0,2.0573907091940895,1.0031690354971712,-1.3836369090385388,0.0,-1.546267088288516,0.0010482406001923112,-0.1304874659761188,0.0,-0.8006673277127502
1729950881.46,0.9988583997716776,-1.0307933739645967,0.0,0.5112047503387707,0.9787310246940683,-1.1959026629785783,0.0,0.12929932198568325,-0.9934064422633894,-0.43529553055804077,0.0,-1.3071836814190747,2.621978343148785,0.05261276930004022,0.0,-0.5120515351443212
1729950881.56,-0.9984577345491469,-1.9630097726327198,0.0,-0.20070794630491381,0.9787310246940683,-1.6792968799401795,0.0,-0.9666908153347681,-0.9934064422633894,0.34007792354551086,0.0,-1.3683027478368266,0.017429053741120668,-0.016245438838002554,0.0,-0.6585795529098314
1729950881.66,0.9988583997716776,-1.2405420636649245,0.0,-0.492112625241966,-0.9775537219378236,-1.8614454254619417,0.0,-0.9156155467994462,1.0031690354971712,-0.2742564285519184,0.0,-1.0627074157480672,-2.63626267508933,0.06982732133455109,0.0,-0.8051075706753414
1729950881.76,-0.9984577345491469,-1.6134286231321735,0.0,-0.621215964011546,0.9787310246940683,-1.5672054673114024,0.0,-1.13906984664148,1.0031690354971712,-0.6619431556036939,0.0,-1.483350402270242,0.0010482406001923112,-0.2995030677694958,0.0,-0.7296234403112908
1729950881.86,0.9988583997716776,-1.7416083779490406,0.0,0.29726207466346655,-0.9775537219378236,-2.442919628473723,0.0,-0.9645626791457963,-0.9934064422633894,-0.8945551918347596,0.0,-1.3431360734295168,0.0010482406001923112,-0.6782232125287307,0.0,-0.6541393099472401
1729950881.96,-0.9984577345491469,-2.2368483397414805,0.0,0.22348873822370643,0.9787310246940683,-1.9174911317763301,0.0,-1.1369417104525081,1.0031690354971712,-0.4651175864851005,0.0,-1.4042551398472687,0.0010482406001923112,-1.0146894568396216,0.0,-0.6341582166155796
1729950882.06,0.9988583997716776,-2.2718064546915353,0.0,0.0980740662761144,-0.9775537219378236,-1.738845442899217,0.0,-0.9092311382325309,-0.9934064422633894,0.2685049893205676,0.0,-1.5976790088634483,0.0010482406001923112,-1.2995120450469801,0.0,-0.6141771232839192
1729950882.16,0.9988583997716776,-1.4794225158236307,0.0,0.03167806348033046,0.9787310246940683,-2.323822502555647,0.0,-0.3899659081234239,1.0031690354971712,-0.4233667081872169,0.0,-1.5807813846185403,0.0010482406001923112,-1.2697778188055524,0.0,-0.3100204803464208
1729950882.26,-0.9984577345491469,-1.1589731287814637,0.0,0.44480874754298677,-0.9775537219378236,-2.0050625478925626,0.0,-0.8687965506420677,-0.9934064422633894,-0.8050890240535805,0.0,-1.486945641471286,0.0010482406001923112,-1.2384786332882602,0.0,-0.5631143292141202
1729950882.36,0.9988583997716776,-1.3104582935650333,0.0,0.6329307554643748,0.9787310246940683,-1.3885597784342893,0.0,-0.5133978070837855,1.0031690354971712,-0.7931602016827566,0.0,-1.3934694222441362,0.017429053741120668,-0.9348765337705265,0.0,-0.7362838047551775
1729950882.46,-0.9984577345491469,-1.3978535809401698,0.0,1.068193440458959,-0.9775537219378236,0.22975999139367967,0.0,-1.1369417104525081,-0.9934064422633894,1.1512378447615348,0.0,-1.4689694454660647,-0.015332572540736047,-0.767425891253014,0.0,-0.6963216180918567
1729950882.56,0.9988583997716776,-1.0832305463896788,0.0,0.7583454274119669,0.9787310246940683,-1.0943198202837494,0.0,-0.8390026439964631,-0.9934064422633894,0.6502273051869318,0.0,-1.299993203016986,2.638359156289713,-0.7642959727012844,0.0,-0.5653344506954158
1729950882.66,-0.9984577345491469,-0.8851345616727023,0.0,0.905892100291487,-0.9775537219378236,-1.2414397993590194,0.0,-0.6368297060441469,1.0031690354971712,-0.17286143839991538,0.0,-1.1993265053877478,0.0010482406001923112,-1.1492759545639777,0.0,0.2849720766408021
1729950882.76,0.9988583997716776,-0.45398447728869573,0.0,1.0755707741029352,0.9787310246940683,-1.5882226071792982,0.0,-0.9390250448781355,-0.9934064422633894,-0.7812313793119326,0.0,-1.5300885118838166,-0.015332572540736047,-1.3636753753574289,0.0,-0.4054857040421319
1729950882.86,-0.9984577345491469,-0.1568405002132319,0.0,1.8280588057884872,-0.9775537219378236,-1.8754568520405388,0.0,-0.8560277335082371,1.0031690354971712,-1.473103076819717,0.0,-1.4617789670639765,0.017429053741120668,-1.4779174024955453,0.0,-0.1701528270247975
1729950882.96,0.9988583997716776,-0.9142663241310812,0.0,1.8686341408303557,0.9787310246940683,-0.8981598481833893,0.0,-0.9858440410355139,-0.9934064422633894,-0.17286143839991538,0.0,-1.4006599006462246,0.0010482406001923112,-1.4027993572540443,0.0,-0.24785707887014372
1729950883.06,-0.9984577345491469,-1.858135427782556,0.0,0.8726940988935947,-0.9775537219378236,-1.5461883274435066,0.0,-0.8283619630516044,1.0031690354971712,-0.42933111937262886,0.0,-1.1957312661867034,0.0010482406001923112,-1.534255936426671,0.0,0.8355622040021128
1729950883.16,0.9988583997716776,-1.520206983265361,0.0,-0.621215964011546,0.9787310246940683,-1.542685470798857,0.0,-1.1028915314289602,-0.9934064422633894,-1.0317366490992341,0.0,-1.4689694454660647,-0.015332572540736047,-1.3621104160815645,0.0,-0.6252777306903972
1729950883.26,-0.9984577345491469,-1.071577841406327,0.0,-1.1782046541317344,-0.9775537219378236,-1.4130797749468338,0.0,-0.7134426088471298,1.0031690354971712,-1.1212028168804133,0.0,-1.4438027710587553,0.0010482406001923112,-1.1696204251502174,0.0,0.003016648516259976
1729950883.36,0.9988583997716776,-1.1939312437315184,0.0,-0.6765459663413661,0.9787310246940683,-1.87195399539589,0.0,-0.7049300640912428,-0.9934064422633894,-1.7057151130507828,0.0,-1.1058502861605977,0.017429053741120668,-0.9098371853566928,0.0,0.09404162924937993
1729950883.46,-0.9984577345491469,-1.071577841406327,0.0,-1.0786106499380583,-0.9775537219378236,-0.24312565563397345,0.0,-1.0667132162164406,-0.9934064422633894,-2.5586259125646897,0.0,-0.9800169141240499,-0.015332572540736047,-0.8378490586669212,0.0,0.1295635729501095
1729950883.56,0.9988583997716776,-1.8231773128325013,0.0,-1.3109966597233025,0.9787310246940683,-1.5006511910630655,0.0,-0.9730752239016836,1.0031690354971712,-1.7116795242361948,0.0,-1.296397963815942,0.0010482406001923112,-1.6218936558750892,0.0,2.0388680468643323
1729950883.66,-0.9984577345491469,-1.1997575962231941,0.0,-1.1745159873097464,-0.9775537219378236,-1.5566968973774542,0.0,-1.1114040761848472,1.0031690354971712,-2.3140850539628004,0.0,-1.4689694454660647,0.017429053741120668,-1.9802693300480843,0.0,0.23834952553359434
1729950883.76,-0.9984577345491469,-0.523900707188805,0.0,-1.0491013153621542,-0.9775537219378236,-1.9244968450656288,0.0,-0.7474927878706779,-0.9934064422633894,-2.6779141362729284,0.0,-1.2892074854138535,-0.015332572540736047,-2.0068736377377823,0.0,0.7445372232689929
1729950883.86,0.9988583997716776,-0.5472061171555075,0.0,-1.2409119901055303,0.9787310246940683,-1.0697998237712039,0.0,-0.6985456555243277,1.0031690354971712,-2.230583297367033,0.0,-1.361112269434738,0.017429053741120668,-1.6265885337026829,0.0,1.1952218839720015
1729950883.96,0.9988583997716776,-1.2055839487148698,0.0,-0.9900826462103464,0.9787310246940683,-0.4813199074701248,0.0,-0.977331496279627,1.0031690354971712,-2.0695441953609115,0.0,-0.825421628479148,-0.015332572540736047,-1.4700926061162223,0.0,1.8834595431736398
1729950884.06,-0.9984577345491469,-1.0948832513730302,0.0,-1.0380353148961903,-0.9775537219378236,-0.7195141593062763,0.0,-0.7325958345478756,-1.1181924096234217,-1.6281777676404277,0.0,-1.3107789206201188,0.017429053741120668,-1.2259589590813433,0.0,1.9722644024254645
1729950884.16,0.9988583997716776,0.052908189487095976,0.0,-1.2040253218856505,0.9787310246940683,-0.7755598656206648,0.0,-1.0965071228620449,-0.8686204749033527,-1.2822419188865357,0.0,-1.5509408992498734,-0.015332572540736047,-0.8910576740463175,0.0,0.37821717885521766
1729950884.26,-0.9984577345491469,0.5190163888211579,0.0,-1.1892706545976985,-0.9775537219378236,-0.9857312642996211,0.0,-0.9581782705788813,1.0031690354971712,-0.8408754911660521,0.0,-1.5085170766775513,0.017429053741120668,-0.45443403608009225,0.0,0.6313110277229169
1729950884.36,-0.9984577345491469,1.6201970097478786,0.0,-1.0970539840479985,0.9787310246940683,-0.5653884669417076,0.0,-0.8730528230200112,-0.9934064422633894,-1.3060995636281836,0.0,-1.0986598077585092,0.0010482406001923112,-0.5765008595975314,0.0,-0.887252065483279
1729950884.46,0.9988583997716776,0.22187241174569405,0.0,-0.1822646121949737,-0.9775537219378236,0.12817714869885,0.0,-1.1156603485627907,1.0031690354971712,-1.0436654714700582,0.0,-1.2316836581971458,-2.6198818619484,-1.0538134387362368,0.0,-0.50761129218173
1729950884.56,-0.9984577345491469,-0.47146353476372305,0.0,-0.8277813060428741,0.9787310246940683,-0.348211354973452,0.0,-0.8666684144530961,-0.9934064422633894,-0.06550203706250045,0.0,-1.2712312894086322,-0.015332572540736047,-1.280732533736605,0.0,-0.38106436774788033
