Time,F4C1Bitrate,F4C1Jitter,F4C1Datagrams,F4C1Delay,F4S1Bitrate,F4S1Jitter,F4S1Datagrams,F4S1Delay,F4F1Bitrate,F4F1Jitter,F4F1Datagrams,F4F1Delay,F4F2Bitrate,F4F2Jitter,F4F2Datagrams,F4F2Delay
1729951380.77,-2.1203195406624467,-0.6629356466980895,0.0,-1.2711846435212275,0.000637889209632053,1.0927486875269647,0.0,-0.6308109334479611,-0.997821527430461,-1.1454303308752039,0.0,-0.6704057870869587,0.9884503860982606,-0.67424705069563,0.0,-1.0548602605211332
1729951380.87,0.008235608312105855,-0.5541088346601619,0.0,-1.2509862763737405,-1.883734087079534,-0.7151687472250404,0.0,-0.33859864477142704,0.999173555194528,-0.14983437443004952,0.0,-0.5523863610725807,-0.9883512486040388,-0.4910099766588545,0.0,-0.917173342983248
1729951380.97,0.008235608312105855,-0.28524259315469386,0.0,-1.0349018580223228,0.000637889209632053,-1.1515626107858692,0.0,0.015708755248870374,-0.997821527430461,-0.3833692284110113,0.0,-0.4343669350582026,0.9884503860982606,-0.775612240588314,0.0,-1.0416574054147605
1729951381.07,0.008235608312105855,0.4253324736811853,0.0,-0.9205714779422075,1.8850098654987981,-0.06404139524539129,0.0,0.012056101640413775,-0.997821527430461,0.1820309443850024,0.0,-1.0090702269543042,-1.1119013507729296,-0.1635224400824914,0.0,-0.8700202890319175
1729951381.17,0.008235608312105855,0.6397853091676893,0.0,-1.2349800231625243,1.8850098654987981,-1.0615130833844284,0.0,0.1727728604125076,0.999173555194528,-0.4755540391929702,0.0,-0.6875100517267236,-0.9883512486040388,-0.6196657945995693,0.0,-1.0718353599436121
1729951381.27,0.02153907799319653,-0.13800631804455657,0.0,-0.9281935032808818,-1.883734087079534,0.16454586661980494,0.0,0.10702509546028725,0.999173555194528,-0.21129091495135544,0.0,-0.24964087694874135,0.9884503860982606,-0.30777290262207985,0.0,-0.8455007009772258
1729951381.37,0.008235608312105855,-0.5092977944092506,0.0,-1.175909326787798,1.8850098654987981,-0.8259989347960447,0.0,0.42845861300447463,-0.997821527430461,0.6491006523469267,0.0,-0.4429190673780852,0.9884503860982606,-0.1908130681305213,0.0,-0.41546484894109165
1729951381.47,0.008235608312105855,-0.5060970058198994,0.0,-0.9663036299742536,0.000637889209632053,-0.7220956339482282,0.0,0.749892130548662,0.999173555194528,0.3356722956882672,0.0,-0.6361972578074289,-0.9883512486040388,-0.6001724888509757,0.0,-1.0039349622536964
1729951381.57,0.008235608312105855,-0.6181246064471781,0.0,-1.1023567822695906,-1.883734087079534,0.1160576595574906,0.0,1.122462798611243,-0.997821527430461,0.37254622000105075,0.0,-0.7011934634385355,0.9884503860982606,-0.19471172928024033,0.0,-0.917173342983248
1729951381.67,0.02153907799319653,-0.6949435325915976,0.0,-1.2384099345649278,1.8850098654987981,-0.9645366692598,0.0,1.2977901718171632,0.999173555194528,-0.045358255543829475,0.0,-0.32489964136370714,-0.9883512486040388,-1.0719104879669281,0.0,-1.0642908713113994
1729951381.77,-0.0050678613689848166,-0.7685616701466658,0.0,-0.8519732498941383,0.000637889209632053,-0.7082418605018527,0.0,1.6594028790543744,-0.997821527430461,-0.03306694743956829,0.0,-0.32489964136370714,0.9884503860982606,-1.0446198599188983,0.0,-0.43055382620551746
1729951381.87,0.008235608312105855,-0.3044473246907987,0.0,-0.6538005910886053,-1.883734087079534,-0.7982913879032936,0.0,0.2027246200018523,0.999173555194528,0.7965963495980608,0.0,-0.23698372111531535,-0.9883512486040388,-0.7444229513905651,0.0,-1.1038994366305168
1729951381.97,0.008235608312105855,0.05084020872714087,0.0,0.26846447489099046,0.000637889209632053,-0.5419965791453463,0.0,-1.2535883736898241,-0.997821527430461,1.6201139925835588,0.0,-0.14940988615971884,0.9884503860982606,-0.6040711500006948,0.0,-0.9020843657188224
1729951382.07,0.008235608312105855,-0.5381048917134075,0.0,1.1907295408705865,0.000637889209632053,-0.05018762179901576,0.0,-1.0727820200712186,0.999173555194528,0.8826355063278891,0.0,-0.06149396591132721,-0.9883512486040388,-0.3155702249215171,0.0,-1.1001271923144105
