Time,F2F4Bitrate,F2F4Jitter,F2F4Datagrams,F2F4Delay,F2S1Bitrate,F2S1Jitter,F2S1Datagrams,F2S1Delay,F2C1Bitrate,F2C1Jitter,F2C1Datagrams,F2C1Delay,F2F1Bitrate,F2F1Jitter,F2F1Datagrams,F2F1Delay
1729951380.77,0.9601684446414068,-1.375120617787587,0.0,-0.6556873515434568,-1.5318490019022288,1.428734755032209,0.0,-0.5796257674932275,0.001796480812405375,-0.6941753095858202,0.0,-0.6563650881629265,0.9959410819647501,1.7864639962052071,0.0,-0.9695565891559192
1729951380.87,-0.9592539755846252,-1.3192904359546842,0.0,-0.5870768462038641,-1.5318490019022288,0.885267687620599,0.0,-0.46154454722752514,0.001796480812405375,-0.48597138899503484,0.0,-0.3158760712145484,-0.9932475967929146,0.35392033189606503,0.0,-1.1496082985584055
1729951380.97,0.9601684446414068,-0.23060189021307925,0.0,-0.3227246050424927,1.534116955657186,1.205773906863343,0.0,-0.8838350129235113,-2.216273327197369,-0.041693731671391565,0.0,-0.6436760564754093,0.9959410819647501,-0.11954748935865188,0.0,-0.7542006230078474
1729951381.07,-0.9592539755846252,-0.5446466630231572,0.0,-0.6092743626372619,-1.5318490019022288,0.611211645079702,0.0,-0.5976381570252837,2.2198662888221796,0.0812613395436392,0.0,-0.693374763918185,-0.9932475967929146,0.7666871504258181,0.0,-1.153138724232964
1729951381.17,0.9601684446414068,-1.535632390557183,0.0,-0.37922737414568664,0.0011339768774785337,0.9735230233541079,0.0,-0.8778308830794926,0.001796480812405375,-0.22694603896870413,0.0,-0.7430734713609607,-0.9932475967929146,-0.10133718854116278,0.0,-0.5776793392799195
1729951381.27,0.9601684446414068,-1.2250770041116608,0.0,-0.40546080265788376,0.0011339768774785337,0.680886910132472,0.0,-0.25940550914556026,-2.216273327197369,-0.8171303808008502,0.0,-0.22282317217275555,0.9959410819647501,0.007924616363771895,0.0,-1.057817231019883
1729951381.37,-0.9592539755846252,-0.8935852994788003,0.0,-0.3186886929636932,0.0011339768774785337,-0.6011379668385046,0.0,-0.7737592991165008,2.2198662888221796,-0.3138342892939922,0.0,-0.9905095892675461,0.9959410819647501,-0.5019638065259225,0.0,-0.6871225351912348
1729951381.47,0.9601684446414068,0.16718815534635387,0.0,-0.07451601219631958,1.534116955657186,-0.5035925957646263,0.0,-0.14932979533854973,-2.2024103908973083,-0.39908313866974676,0.0,-0.7473031485901331,0.9959410819647501,-1.2667964408604646,0.0,0.20960558614663824
1729951381.57,-0.9592539755846252,0.0345914734932095,0.0,-0.45187379156407886,0.0011339768774785337,0.021294400966245203,0.0,0.41505840999921373,2.206003352522119,-0.2384218456154405,0.0,-0.8149779842568914,-0.9932475967929146,-0.9815017280531358,0.0,-0.011046018513271479
1729951381.67,0.9601684446414068,-0.34575164024344107,0.0,-0.05030053972352217,1.534116955657186,-0.020510758065417647,0.0,0.4670942019807096,-2.216273327197369,-0.459740973802495,0.0,-0.88265281992365,0.9959410819647501,-0.6658565138833246,0.0,-0.23169762317318118
1729951381.77,-0.9592539755846252,-0.5934980721269473,0.0,-0.16734199000870956,0.0011339768774785337,-1.1631851049308533,0.0,0.22092487837594038,0.001796480812405375,-0.15809119908828737,0.0,-0.6500205723191679,-0.9932475967929146,-0.7326276168807846,0.0,0.18489260642472824
1729951381.87,0.9601684446414068,-0.2585169811295307,0.0,-0.3994069345396844,0.0011339768774785337,-0.8333888503477398,0.0,0.5931809287051036,-0.012066455487655421,0.009127697764154594,0.0,-0.9905095892675461,0.9959410819647501,-0.2409494948085793,0.0,0.33670091043074635
1729951381.97,-0.9592539755846252,-0.12940968564094238,0.0,-0.14918038565411154,0.0011339768774785337,-0.9169991684110644,0.0,0.6712346166773473,0.015659417112466174,-0.3925255348716118,0.0,-0.7219250852150987,-0.9932475967929146,-0.8418894217857192,0.0,0.6173697515581514
1729951382.07,0.9601684446414068,-0.5760511403041655,0.0,-0.6940285162920526,0.0011339768774785337,0.23961023146492577,0.0,1.2376241986297836,-0.012066455487655421,-0.5712202383707894,0.0,-0.4533405811626514,-0.9932475967929146,-0.854029622330712,0.0,0.8980385926855565
1729951382.17,-0.9592539755846252,-0.5411572766586012,0.0,-0.4902149563126746,0.0011339768774785337,0.24890026680529517,0.0,0.8573626418419288,0.015659417112466174,-1.0073008909467642,0.0,-0.5326470292096338,0.9959410819647501,-0.37449170080349875,0.0,0.7762389069132865
1729951382.27,0.9601684446414068,-0.36668795843077967,0.0,-0.8695906917198336,0.0011339768774785337,-1.3861459530997189,0.0,0.7572938111082829,0.001796480812405375,-1.5237121900498924,0.0,-0.6119534772566163,0.9959410819647501,-0.6779967144283173,0.0,0.6544392211410162
1729951382.37,-0.9592539755846252,0.0799534962324427,0.0,-0.62541801095246,0.0011339768774785337,0.23496521379474156,0.0,0.7773075772550123,0.001796480812405375,-1.0614011222813775,0.0,-0.8911121743819946,-0.9932475967929146,0.3964110338035389,0.0,0.5026309171349983
1729951382.47,0.9601684446414068,-0.05264318562070089,0.0,-0.40344284661848406,0.0011339768774785337,-0.9169991684110644,0.0,2.0782023767924103,0.001796480812405375,-0.949921857713083,0.0,0.009809075431726324,0.9959410819647501,-1.0482728310505958,0.0,1.4876196803368353
1729951382.57,-0.9592539755846252,0.6557022463842535,0.0,-0.5951486703614632,-1.5318490019022288,0.611211645079702,0.0,1.8380371830316595,0.001796480812405375,-0.3433435063855999,0.0,-0.7874850822672709,-0.9932475967929146,-0.574805009795879,0.0,1.7312190518813755
1729951382.67,0.9601684446414068,0.6731491782070359,0.0,-0.2803475282150973,1.534116955657186,0.8573975815994909,0.0,1.3577067955101587,-0.012066455487655421,0.02552170725949164,0.0,0.13458455369231206,0.9959410819647501,1.0823323645956282,0.0,1.8300709707690155
1729951382.77,-0.9592539755846252,-0.43298629935735145,0.0,-0.5386459012582694,0.0011339768774785337,-0.03444581107597124,0.0,0.531138253650243,2.2198662888221796,0.08617954239223988,0.0,-0.5315896099023407,-1.117571889215266,0.5603037411609416,0.0,1.9289228896566546
1729951382.87,0.9601684446414068,0.09391104169066843,0.0,-0.37922737414568664,0.0011339768774785337,0.38360577924065103,0.0,-0.9198597919876238,-2.216273327197369,-0.4925289927931698,0.0,0.2635897091820703,-0.8689233043705589,-0.04670628608869544,0.0,-1.146077872883847
1729951382.97,-0.9592539755846252,0.36608317812607005,0.0,-0.8130879226166396,0.0011339768774785337,-0.7730036206353386,0.0,-0.7697565458871549,2.2198662888221796,-1.4351845387750704,0.0,-0.3814360682667205,0.9959410819647501,-1.0422027307780994,0.0,-1.1248953188364956
1729951383.07,0.9601684446414068,-0.1433672310991681,0.0,-0.6799028240162541,0.0011339768774785337,0.31857553185806625,0.0,-0.5516064948878066,-2.2024103908973083,-1.0318919051897704,0.0,-0.20167478602689362,-0.9932475967929146,-0.20452889317360107,0.0,-0.8742350959428382
1729951383.17,-0.9592539755846252,-0.09102643563082201,0.0,-0.5991845824402628,-1.5318490019022288,0.5368913623567468,0.0,-0.7937730652632299,-0.012066455487655421,-1.3073112647114387,0.0,0.9636012906101025,0.9959410819647501,0.2689389280811158,0.0,-1.026043399948856
1729951383.27,-0.9592539755846252,-0.7958824812712203,0.0,-0.17137790208750903,1.534116955657186,0.6019216097393326,0.0,-0.46554730045687104,2.2198662888221796,-1.4564967511190088,0.0,0.04153165465051939,0.9959410819647501,0.627074844158401,0.0,-0.9307219067357752
1729951383.37,0.9601684446414068,-0.021238708339693397,0.0,-0.2359524953483021,0.0011339768774785337,-0.2388265885640982,0.0,-0.7717579225018277,0.001796480812405375,-1.4007571188348618,0.0,0.16630713291110513,-0.9932475967929146,0.11111632099621019,0.0,-0.891887224315631
